courseId,courseName,courseDescription,courseCredits,courseSubject,courseLevel,courseCampus
AMS 545,The ""Good War","In popular memory, then and since, it is, say many, the defining moment of the twentieth century, perhaps all the American experience. Between 1941 and 1945, the American people waged global war, an undertaking of unprecedented scale and urgency. After Pearl Harbor, the national will stiffened and at least for the duration, the story goes, Americans forgot their differences, rallied to the cause, and through their collective suffering and sacrifice saved the world. This was not just a necessary war; it was a good war fought against a palpable evil in a world reduced to rival spheres of right and wrong whose only acceptable end, “victory,” justified any means however extreme. Virtue abroad, cohesion at home, and prosperity in the marketplace, the war united all three in a way previous Americans had only dreamed about and never achieved before or since. Small wonder, then, that over the years since 1945, in a world less simple and a society more divided, the memory of World War II has hardened into myth, the golden, “feel good”  moment of rectitude, shared sacrifice, and uncomplicated moral triumph. This course is very much about that moment and the myth it established. Please note, it is not a military history of the Second World War, replete with situation maps, production figures, and casualty reports. It is instead a topical examination of the American experience at home and abroad, 1941-45. It focuses critically on five related subjects, each providing ample opportunity to examine the myth and memory of “Good War America,” this pivotal moment in national and global history.","(3, 3)",,Graduate,
AMS 565,Fictions of American Identity,"This course explores nineteenth- and twentieth-century American literature and culture. Novels and short stories by Zora Neale Hurston, Henry James, Gish Jen, James Weldon Johnson, Toni Morrison, Vladimir Nabokov, and other writers are studied in the context of debates over slavery, national identity, women’s roles, immigration and assimilation, social mobility, sexual mores, consumer culture, and race relations. Paper assignments emphasize close reading techniques and process-oriented writing. Assigned literary critical readings include papers written by students in this class and subsequently published in The Explicator, a journal of text-based critical essays. Writing proficiency within this discipline is required for a passing grade in this course.","(3, 3)",,Graduate,
AMS 585,American Experience to 1865,"An exploration of the formative years of the American cultural experience, from early European encounters with the New World to the attainment of continental nationhood. The course will draw upon insights from many disciplines and will include several kinds of cultural evidence (for example: literature, art, and photography; religious, political, and social thought and behavior; and economic, technological, and geographical development) as well as consideration of recent major synthetic works of cultural scholarship. Topics covered include the growth of colonial societies; the Revolutionary movement and the political foundations of the American Republic; the Market Revolution and the rise of middle-class culture; the antebellum South and the emerging West; and the origins and evolution of American cultural diversity. Offered fall semester.","(3, 3)",,Graduate,
AMS 589,Approaches to Teaching American Studies,"This course offers supervision and mentorship to second-year masters students when they teach an introductory level on topics of their choosing (the topics will vary each semester according to the instructor of record's choosing). Whether or not students plan to continue teaching (in whatever forms it takes) in their careers, learning how to teach applies to lots of fields: practicing how to gather and synthesize information, how to help unfamiliar audiences understand the key points, how to lead discussions, how to improve at public speaking, how to get more comfortable with various technical processes, and other issues.","(3, 3)",,Graduate,
AMS 592,American Topic Seminar,"Study of special topics within the American cultural experience. Recent examples include American literary realism, women in America, the Civil Rights movement, the picture press, music and ethnicity, the politics of culture, regionalism in American culture, the changing American family, homelessness in America, American autobiography, American monuments, contemporary American folklore, Southern popular culture, Southern iconoclasts, politics and culture, historical memory, America by design, the other in America, women in America, race in America, 19th-century popular culture, and slavery and the Civil War in historic memory. Special Topics Course.","(3, 3)",,Graduate,
AMS 595,Ams Colloquium: Res & Methods,Discussion of methodological and theoretical issues in American Studies.,"(3, 3)",,Graduate,
AMS 596,Ams Colloquium: Scholarly Writ,Presentation of research and methods.,"(3, 3)",,Graduate,
ANT 500,Discussions in Anthropological Practice,"Students will explore the multifaceted landscape of anthropological practice in this lecture series. This course is designed to cultivate a nuanced understanding of the various methods, theories, challenges, and ethical considerations that shape contemporary anthropological research and practice. Through a blend of theoretical exploration and real-world case studies, students will develop the intellectual tools necessary to conduct research within the complex intersections of culture, society, and human experience.","(1, 1)",,Graduate,
ANT 501,Theory and Method in Linguistic Anthropology,Advanced introduction to contemporary linguistic anthropology: explores various theoretical and methodological approaches to the study of language as a semiotic resource for social actors and communities.,"(3, 3)",,Graduate,
ANT 502,Health Inequities,"Explores the gendered, ethnic, cultural, and class dimensions that underlie the patterning of disease and illness worldwide, with attention to the long-term health effects of racism, sexism and poverty. Topics include reproductive and sexual health, obesity, body image, HIV/AIDS, mental illness, homelessness, and more.","(3, 3)",,Graduate,
ANT 505,"Culture, Mind, and Behavior","The cultural and linguistic basis of cognitive organization, local systems of folk classification, and the collection and analysis of data of shared cultural and social information. Offered according to demand.","(3, 3)",,Graduate,
ANT 506,Biocultural Bodies,This course will explore the body as the object and subject of culture. It will examine how viewing the body as a biocultural canvas and looking at culture as “lived through” the materiality of the body influences our understandings of health and health care. Students will be challenged to examine health as a concept that is quantifiable and generalizable as well experiential and person-centered. They will be challenged to view the discipline of medicine as a framework for employing verifiable and shared (or questionable and contested) knowledge of biological systems whose foundational assumptions and core meanings are grounded in particular social and cultural worlds.,"(3, 3)",,Graduate,
ANT 507,Psychological Anthropology,"In this course, we review three main models of research within psychological anthropology: psychodynamic, cognitive, and experiential/phenomenological. We also gain a comprehensive understanding of person-centered ethnography, which involves in-depth interviews designed to reveal individuals’ self-perceptions and experiences in relation to the sociocultural context. Students gain practice in this methodology by conducting a series of interviews over the course of the semester.","(3, 3)",,Graduate,
ANT 509,Ancient Maya Civilizations,"What was the lived daily experience in the pre-contact Maya world? How did aspects of material culture such as architecture, food, musical instruments, tools, and clothing frame Maya society, and how were these elements also framed by it? How are perceptions of the ancient Maya marshaled in today’s politics and policies? In this course, we will engage with the world of the pre- and post-contact Maya, through scholarship that explores the material culture of daily life. The course is arranged around framing questions about the past through ethnographic and ethnohistoric accounts of daily life; using diverse scientific methods and theoretical perspectives to address these questions; and interpreting and possibly re-interpreting daily life of the ancient Maya, focusing on the dynamic interplay between the material and the social.","(3, 3)",,Graduate,
ANT 510,Ethnography of Communication,"Students in this course will learn to use the concepts and methods of ethnography of communication by developing and carrying out a research project on language and social interaction. You will learn how social interaction is organized, how to document and study it, and how to address such evidence to to anthropological and applied problems. Graduate students will produce a research report worthy of submission to a research conference of their professional scholarly organization. All students will finish the course with a critical and sophisticated understanding of how social interaction works in a variety of contexts.","(3, 3)",,Graduate,
ANT 511,Culture Health & Healing,"Provides the student with an overview of health, illness, and healing as they vary between and within cultural systems.","(3, 3)",,Graduate,
ANT 512,Anthropology of Europe,"The course examines ethnicity, nationalism, democratization, unification, and fragmentation with an emphasis on specific countries or regions within Europe. Classic anthropological topics, such as kinship, political organization, ritual, and religion are employed in the study of European nations, ethnicities, and minority communities.","(3, 3)",,Graduate,
ANT 514,Anthropology of Africa,"A survey of the standards, customs, and beliefs that exist among African cultures. Students in this class will learn about the extensive diversity of cultural beliefs and behaviors across the African continent, make connections between local/global historical events and contemporary contexts, and critically evaluate the factors influencing perceptions of African cultures. Students will additionally compare contemporary and historical ethnographies as well as those written by African and non-African anthropologists. This class has applications for those interested in anthropology, international relations, politics, and history.","(3, 3)",,Graduate,
ANT 519,"Myth, Ritual, And Magic","Across cultures, people rely on various belief systems to bring meaning to their lives and understanding of the world around them. This course will dive into the anthropological literature on themes related to religion, including myth, ritual, magic, witchcraft, totemism, shamanism and trance. Cross-cultural ethnographic examples—including a range of religious, spiritual, and magical belief systems—will be provided to illuminate how anthropologists analyze belief systems in their interpretations of culture.","(3, 3)",,Graduate,
ANT 521,Ethnography,"Ethnography is a hallmark of anthropology. It is at once a theoretical approach, set of methods, and style of writing. This course highlights ethnographic theory, methods for collecting ethnographic material, and techniques for writing about culture by reading exemplary texts, discussing key concepts, and practicing various methods. Each student will develop an ethnographic project that involves fieldwork, data analysis, and writing.","(3, 3)",,Graduate,
ANT 522,Archaeological Ethics,"Students all encounter dilemmas in their everyday lives. Oftentimes, these situations do not present a clear solution, forcing us to ponder the morals and codes we live by and the manner in which we attempt to present logical responses to ethical conundrums. The field of archaeology may, at first, seem like an odd candidate for discussion of ethics given that it studies past peoples. Students will learn that archaeology is indeed heavily situated in the present and has many ties to such subjects as identity, notions of nationhood and nation-building, collective memory, and historical revision. This class will explore the legal and ethical dimensions of modern archaeology through a consideration of the archaeology as a profession, professional codes on archaeological ethics, the relationship between archaeology and others (the public, ethnic groups, collectors, etc. ), international and national approaches to archaeological heritage management, the antiquities trade, maritime law, underwater archaeology, and treasure hunting, cultural resource management in the United States, and archaeological education.","(3, 3)",,Graduate,
ANT 523,Legal Anthropology,"What is law? Do all societies have it? Is there really something distinct about “thinking like a lawyer”? This seminar primarily draws on anthropological studies of legal systems and practices to show that the answers to these questions are surprisingly complex. We will study law both cross-culturally and, within the United States, cross-contextually, in order to explore what really distinguishes legal rules from cultural norms and to ask whether basic legal concepts exist across cultures.","(3, 3)",,Graduate,
ANT 525,Geographical Information Systems for Archaeologists,"This course covers the basic background and skills necessary to manage and analyze spatial datasets using GIS (Geographic Information Systems). We will emphasize the GIS concepts and techniques that are most useful to archaeologists, and we will be working with real archaeological data for all labs and projects. Topics include data acquisition, spatial queries, working with rasters, catchments, cost‐surface analysis and visualization analysis. The course includes a weekly guided lab on ESRI ArcGIS software.","(3, 3)",,Graduate,
ANT 527,Radiocarbon for Archaeologists,"Radiocarbon (AMS 14C) dating is the most commonly used dating method in archaeological research. The purpose of this class is to gain a deep understanding of radiocarbon so that we, as archaeologists, can better sample/collect, calibrate, and analyze these data for our own research, and critically evaluate the scholarly literature. We will further our understanding of radiocarbon and its archaeological applications through course lectures, presentations and discussions of the recent literature, calculation and calibration activities, and individual research projects. This course has relevancy for any student interested in field archaeology, as it will train them to collect appropriate samples for dating and design dating strategies that are consistent with their research goals.","(3, 3)",,Graduate,
ANT 528,Analytical Archaeology,"Contemporary issues in concept formation, theory construction, methods, and techniques. Offered according to demand.","(3, 3)",,Graduate,
ANT 533,Geoarchaeology,"Geoarchaeology is a field-based discipline that implements earth science methods in archaeology. This course explores the varied applications of earth science in the investigation of archaeological sites by using a landscape-approach to survey geoarchaeological case studies. Methodological emphasis will be on stratigraphy, sedimentology, and soils. This course include will be mixed lecture and student-led seminar-style discussion on our weekly readings. Student participation in the form of weekly discussions, a research paper, and a final class presentation are expected. This course is intended for any student interested in learning more about field interpretation of archaeological sites.","(3, 3)",,Graduate,
ANT 534,Archaeology of Food,"This course will undertake a broad survey of the literature on modern and ancient foodways, addressing major themes including the domestication of plants and animals; food and social complexity; food, power, politics, and status; the daily meal; feasting and drinking; plating and presentation; food preferences/taste and disgust; and the intimate relationship between food and identity. Furthermore, we discuss the wide range of methods and techniques in the archaeologist’s toolkit that aid in the undertaking of gastronomic research, including the analysis of plant and animal remains, residues recovered from cooking and serving ware, and the chemical composition of human bones.","(3, 3)",,Graduate,
ANT 543,Adv Field Archaeology,"Directed field study in the excavation and analysis of archaeological deposits. Each student must design and conduct a research project, then adequately report the results. Off campus.","(3, 3)",,Graduate,
ANT 545,Historical Archaelology,12 hours of anthropology or permission of instructor; graduate standing This course combines the methods used in historical archaelogy with a basic  survey of the archaeological record of the historic period of North America.,"(3, 3)",,Graduate,
ANT 550,Probs In Anthropology,Devoted to issues not covered in other courses. Offered according to demand. Special Topics Course.,"(3, 3)",,Graduate,
ANT 562,Ancient Andean Civilizations,"The Andes is a region of geographic and environmental extremes that witnessed the early rise of complex societies long before the Inca Empire. In this course, we examine the prehispanic cultures that resided in this region—from the peopling of South America to the aftermath of Spanish Conquest.","(3, 3)",,Graduate,
ANT 564,Paleoethnobotany,"This laboratory class is designed to introduce archaeological laboratory methods, reasoning and interpretation through paleoethnobotanical identification and data analysis. We will be studying the major classes of plant remains likely to be encountered in archaeological sites, how to identify them, and how to organize the data to produce interpretable results. The course will emphasize the use of plant remains to answer archaeological questions, rather than study the plant remains for their own sake.","(3, 3)",,Graduate,
ANT 574,Neuroanthropology,"This course provides an introduction to evolutionary and biocultural approaches within anthropology to the central and peripheral nervous systems and their interconnections. Topics include the evolution of the brain; how culture and social structure shape the brain, its development, and its activity; and anthropological perspectives on connections among culture, behavior, brain, mind, and body.","(3, 3)",,Graduate,
ANT 575,"The Plastic Human: Our Biology, Culture, & Evolution",An introduction to the biocultural and evolutionary bases of human adaptability.,"(3, 3)",,Graduate,
ANT 576,Nutritional Anthropology,"An introduction to anthropological inquiries and methods in nutrition including food habits, food systems, dietary variability, and food movements using an engaged anthropological framework. This experiential learning class teaches students how to conduct nutritional anthropological fieldwork within local community settings.","(3, 3)",,Graduate,
ANT 581,Anthropology is Elemental: Teaching Anthropology in Primary and Secondary Settings,"This course is an introduction to teaching anthropology at the primary and secondary levels. It is a service-learning course, which means that all students will serve as instructors in a local anthropology course offered in the Tuscaloosa area. This course will expose students to applied anthropology through teaching the anthropological perspective via an activity-based four-subfield curriculum in conjunction with local elementary schools, after-school programs, or similar community partners. These programs will be taught by teams, and each student will be responsible for attending weekly course meetings, developing curricular material and implementing it in a classroom setting, and co-teaching with other students.","(3, 3)",,Graduate,
ANT 598,Individ Investigations,"Directed nonthesis research in archaeology, cultural anthropology, anthropological linguistics, or physical anthropology.","(1, 9)",,Graduate,
ANT 599,Thesis Research,No description available.,"(1, 6)",,Graduate,
ANT 600,Research Design,"This course will acquaint incoming graduate student with the logical sequence of stages involved in the conduct of original research, and to provide an introduction to the broad range of skills necessary to achieve this. Each student will be expected to design and carry out preliminary data collection, write up the results, and use the experience as the basis for writing a fundable research grant proposal.","(3, 3)",,Graduate,
ANT 601,Advanced Research Methods,"This seminar is designed to refine doctoral students' background in qualitative and quantitative research methods necessary for dissertation research. Emphasis is placed on the integration of qualitative and quantitative methods for students doing ethnographic research, and techniques of numerical induction for archaeology students.","(3, 3)",,Graduate,
ANT 602,Advanced Qualitative Methods in Anthropology,This course provides students with an in-depth understanding of qualitative ethnographic research methods. It also provides students with the skills to understand and critically evaluate reports based on qualitative analysis. Students will learn to formulate qualitative research questions that tie directly into existing research literature.,"(3, 3)",,Graduate,
ANT 603,Theory & Method In Archaelogy,An examination of contemporary archaeological theory and method and their development during the 19th and 20th centuries.,"(3, 3)",,Graduate,
ANT 604,Sem Archaeolgy Complex Society,"Contemporary issues in the archaeology of complex societies, including different aspects of complexity and attempts to classify and measure them.","(3, 3)",,Graduate,
ANT 610,Theory Method Medical Anthropl,"A detailed introduction to theory and method in medical anthropology. Approaches include adaptation, biocultural, psychoanalytic, stress, and other theoretical perspectives.","(3, 3)",,Graduate,
ANT 612,Sem Biocultural Anthropology,A biocultural overview of the anthropology of health. Topics include biological and cultural approaches to various dimensions of human health and illness.,"(3, 3)",,Graduate,
ANT 621,Native Americans Ethnohy Persp,"An examination of Indians and Eskimos of North America during the historical period, focusing on the impact of European contact on culture and society.","(3, 3)",,Graduate,
ANT 625,Survey History Archaeology,"A critical examination of archaeology's history as a science, with emphasis on intellectual trends, changes in method and theory, and recent developments. Offered once a year.","(3, 3)",,Graduate,
ANT 640,Landmarks Anthropologcl Resear,This course examines seminal works in the history of anthropology. Works may include books or smaller publications that exemplify important developments in theory and method.,"(3, 3)",,Graduate,
ANT 641,Culture,This seminar reviews past and contemporary theories and approaches used in cultural anthropology.,"(3, 3)",,Graduate,
ANT 670,Principles of Biological Anthropology,"A series of seminars and lectures designed to refine the student's knowledge of research on nonhuman primates, fossil hominids, population genetics, and human variation and adaptation. Offered once a year.","(3, 3)",,Graduate,
ANT 698,Individual Investigations,"Directed dissertation research in archaeology, cultural anthropology, anthropological linguistics, or physical anthropology.","(1, 9)",,Graduate,
ANT 699,Dissertation Research,No description available.,"(1, 15)",,Graduate,
ARB 580,Readings in Arabic,"This course focuses on the acquisition of basic grammatical structures, expanding vocabulary and reading comprehension skills. It develops functional communication abilities in written Modern Standard Arabic. Topics will be presented using authentic materials. The course is also designed to help students gain a better understanding of cultural practices and perspectives in many Arabic countries. This course is for graduate programs campus-wide. It will provide graduate students with the necessary knowledge and tools in their research, especially with scientific terms and language structure. Students intending to do research in or about the Middle East and North Africa will find this course beneficial. Placement test for language level.","(3, 3)",,Graduate,
ARB 604,Feminist Theory and Arab Literature,"This course allows for an in-depth look at the diverse literature written by women or about women who represent a number of cultures in the Arab world in nations from the Mashrek (Middle East) to the Maghreb (North Africa). The second primary goal is to study such women through the eyes of leading Arab women theorists who have made an impact not only in their own countries, but also on disciplines intersecting with women’s and gender studies worldwide. Students will explore through literary texts the Arab woman’s place in her respective society, in political and economic systems, and in the family. The course will provide an overview of Arab and Islamic feminism throughout history, from its origins to recent movements. Newer theories in gender studies will also be included in the course. Theories from Cultural Studies will also be studied because in-depth studies of the condition of the Arab woman reveal that sources of oppression are more culture-based.","(3, 3)",,Graduate,
ARH 550,Literature Of Art,Principles and methodology of the discipline as described in the writing of its founders and chief makers; bibliographical research method and mastery. Required of all art history MA students.,"(3, 3)",,Graduate,
ARH 552,Advanced Research Seminar,"This advanced seminar focuses on the development and application of discipline-specific research skills. Students will broaden their knowledge of art historical methodologies and themes generally, as well as construct a research program specific to their area of study (Medieval, Early Modern, Modern/Contemporary, etc. ). Each class session will address a different theme or topic that students will discuss in relation/apply to individual topics or questions. Generally, these sessions will focus on historiographic issues, ideas, and trends, as well as professional expectations with regard to scholarship and academic practice. As part of this course, students are expected to work closely not only with the instructor and their peers in the class, but also with their major (faculty) advisor. This seminar is intended to be taken after students completeARH 550(Literature of Art) since it demands the further study and application of the methods and theoretical approaches learned in that course.","(3, 3)",,Graduate,
ARH 555,Asian Seminar,"This seminar course considers a broad range of issues, objects, and themes relevant to the study of Asian art.","(3, 3)",,Graduate,
ARH 560,Medieval Seminar,"This course considers a broad range of issues, objects, and themes relevant to the study of art and architecture in medieval Europe. Class sessions will be organized around readings selected to introduce existing scholarship and methods while stimulating new questions for future research.","(3, 3)",,Graduate,
ARH 565,Topics in Renaissance Art/Renaissance Seminar,This graduate-level seminar will explore a variety of critical themes and issues in the study of Early Modern/Renaissance art. Special Topics Course.,"(3, 3)",,Graduate,
ARH 570,Baroque & Rococo Seminar,"This seminar course considers a broad range of issues, objects, and themes relevant to the study of Baroque or Rococo art.","(3, 3)",,Graduate,
ARH 575,Nineteenth-Century Seminar,"This seminar course considers a broad range of issues, objects, and themes relevant to the study of nineteenth-century art.","(3, 3)",,Graduate,
ARH 577,American Art Seminar,"This seminar course considers a broad range of issues, objects, and themes relevant to the study of American art in a historical context.","(3, 3)",,Graduate,
ARH 580,Twentieth-Century Seminar,"This seminar course considers a broad range of issues, objects, and themes relevant to the study of modern or contemporary art.","(3, 3)",,Graduate,
ARH 588,Topics in African American Art Graduate Seminar,"This course considers a broad range of issues, objects, and themes relevant to the study of African American art. Class sessions will be organized around readings selected to introduce existing scholarship and methods while stimulating new questions for future research. Topics may include African American Photography, American Spectacles and Race, African American Film, African American Portraiture, and Race and American Mythologies. Special Topics Course.","(3, 3)",,Graduate,
ARH 598,Independent Study,"Independent study allows students to pursue academic interests outside the formal classroom setting under the supervision of a faculty member of the department. The activities may include reading, research, or a special project. Independent study is not a substitute for courses regularly available in the department curriculum and is only available to students who are ready to conduct in-depth and largely self-directed research on a specific topic. Enrollment is subject to approval by the Graduate Program Director and a supervising faculty member. A proposal of the topic, and program of work must be submitted to the instructor for approval.","(3, 3)",,Graduate,
ARH 599,Thesis Research,"This independent research course partially fulfills required master’s-level research thesis hours toward the master’s degree in art history. The course is conducted under the guidance of the thesis advisor. Discussion and advisor guidance will be directed towards readings of research articles and development of research methodology, with the aim of producing a unique research contribution that represents a novel development in the field, or a novel perspective on a pre-existing topic in the field.","(1, 12)",,Graduate,
ART 506,Independent Studies,Students may make proposals for projects not taught in the regular curriculum. These must be approved by a faculty sponsor and the chairperson of the department. Special Topics Course.,"(1, 6)",,Graduate,
ART 508,Special Projects,"Special projects course titles include Alternative Photographic Process, Photo-based Printmaking, Water Media on Paper, Figurative Modeling and Sculpture, Experimental Drawing and The Photographic Artist's Book.","(3, 3)",,Graduate,
ART 510,Advanced Drawing Seminar,"The focus of this course will be the study and production of drawings as an activity that documents our memories, examines and explains the world around us, transforms our perceptions of time and space, and helps us invent new ways of seeing and thinking.","(3, 3)",,Graduate,
ART 511,Graduate Seminar,"A critical examination of contemporary issues, philosophies, criteria, and ideas in art.","(3, 3)",,Graduate,
ART 512,Ceramics,"The ceramics program has a fully equipped facility with a complete inventory of clay and glaze materials. Facilities include equipment for clay mixing and preparation; workstations for forming and throwing; gas, wood fire, raku, and electric kilns; and materials for experimental kiln construction. Personal instruction is given in all forming techniques, glaze calculations, and firings. Students are encouraged to experiment with the medium and explore new processes. Emphasis is placed on the student's development of concepts and forms.","(2, 6)",,Graduate,
ART 516,Painting,"The primary goal of the painting program is to enhance the student's ability in conceiving of a strong personal vision. The program defines painting as a complex and vital art form that exists in a state of constant flux, a tradition that is both mired in history and capable of regularly redefining itself. It equally embraces students who define painting as a practice that goes far beyond the brush, and those who employ more traditional methodologies.","(2, 6)",,Graduate,
ART 518,Photography,"Photography is viewed as a means of personal expression and exploration, emphasizing development of the student's vision. Instruction is individually tailored and, although the facilities are designed for black and white printing, the exploration of alternative applications is encouraged. Graduate students are expected to increase their knowledge of the history of photography and contemporary art, and participate in teaching undergraduates. Facilities include a film developing area, two darkrooms, and a critique space. Computers are accessed through the digital media area.","(2, 6)",,Graduate,
ART 520,Printmaking,"Graduate printmaking is conducted in a workshop situation, including group critiques and technical demonstrations. The program philosophy embraces a broad spectrum of activities relating to the idea of the multiple and the history of printed material. Students are expected to master traditional techniques and encouraged to work in an interdisciplinary manner, exploring the boundaries of the media area. The facility comprises equipment for intaglio and relief printing, stone and plate lithography, screen printing, and photo-based/digital printmaking.","(2, 6)",,Graduate,
ART 522,Sculpture,"The sculpture program allows students to work with an extensive range of media and processes while emphasizing conceptual development and refined technical ability. Sculpture encompasses traditional media, methods, and processes as well as technologies that can be adapted to sculptural activities, idioms, and forms. Facilities include a full wood shop, metal fabrication shop, foundry, critique/installation room, and graduate studio space.","(3, 6)",,Graduate,
ART 525,Graduate Critiques,"This course examines the studio practice through critical discourse, defending and discussing aesthetic philosophy and its application to research in the visual arts.","(3, 3)",,Graduate,
ART 612,Ceramics,"The ceramics program has a fully equipped facility with a complete inventory of clay and glaze materials. Facilities include equipment for clay mixing and preparation; workstations for forming and throwing; gas, wood fire, raku, and electric kilns; and materials for experimental kiln construction. Personal instruction is given in all forming techniques, glaze calculations, and firings. Students are encouraged to experiment with the medium and explore new processes. Emphasis is placed on the student's development of concepts and forms.","(2, 6)",,Graduate,
ART 616,Painting,"The primary goal of the painting program is to enhance the student's ability in conceiving of a strong personal vision. The program defines painting as a complex and vital art form that exists in a state of constant flux, a tradition that is both mired in history and capable of regularly redefining itself. It equally embraces students who define painting as a practice that goes far beyond the brush, and those who employ more traditional methodologies.","(2, 6)",,Graduate,
ART 618,Photography,"Photography is viewed as a means of personal expression and exploration, emphasizing development of the student's vision. Instruction is individually tailored and, although the facilities are designed for black and white printing, the exploration of alternative applications is encouraged. Graduate students are expected to increase their knowledge of the history of photography and contemporary art, and participate in teaching undergraduates. Facilities include a film developing area, two darkrooms, and a critique space. Computers are accessed through the digital media area.","(2, 6)",,Graduate,
ART 620,Printmaking,"Graduate printmaking is conducted in a workshop situation, including group critiques and technical demonstrations. The program philosophy embraces a broad spectrum of activities relating to the idea of the multiple and the history of printed material. Students are expected to master traditional techniques and encouraged to work in an interdisciplinary manner, exploring the boundaries of the media area. The facility comprises equipment for intaglio and relief printing, stone and plate lithography, screen printing, and photo-based/digital printmaking.","(2, 6)",,Graduate,
ART 622,Sculpture,"The sculpture program allows students to work with an extensive range of media and processes while emphasizing conceptual development and refined technical ability. Sculpture encompasses traditional media, methods, and processes as well as technologies that can be adapted to sculptural activities, idioms, and forms. Facilities include a full wood shop, metal fabrication shop, foundry, critique/installation room, and graduate studio space.","(3, 6)",,Graduate,
ART 625,Graduate Critiques,"This course examines the studio practice through critical discourse, defending and discussing aesthetic philosophy and its application to research in the visual arts.","(3, 3)",,Graduate,
