courseId,courseName,courseDescription,courseCredits,courseSubject,courseLevel,courseCampus
C S 330,Concepts of Programng Lang,"Principles and concepts characterizing high-level computer programming languages, process and data abstration, encapsulation, inheritance, functional programming, logic programming, scanners, and parsers.","(3, 3)",,,
DESIL 330,Illustration 3,"Conceptual illustration problems and market applications, using various media.","(3, 3)",,,
DESPH 120,Concept. Pract & Creative Expl,"This course serves as a critical examination of the photographic medium as a form of visual communication and creative expression—an exploration that will come about mainly through readings, discussions, and image-making activities.","(3, 3)",,,
MUSIC 314R,Concert Choir,,"(1, 1)",,,
MUSIC 614R,Concert Choir,,"(1, 1)",,,
CFM 305,"Concrete, Masonry, and Asphalt","Managing concrete, masonry, and asphalt construction including estimating, controls, quality, and safety.","(2, 2)",,,
DANCE 230,Conditioning,"Dance 230 is designed on the principles of experiential learning in physical exercise, mental practice and spiritual reflection.","(2, 2)",,,
SLAT 603,Rsrch in Second Lang Tchg,"Reviewing, understanding, and evaluating published research; designing quantitative and qualitative research studies; using basic statistical procedures for analyzing data; writing a research prospectus conforming to APA style guidelines.","(3, 3)",,,
LAW 619,Conflict of Laws,"Jurisdiction issues, choice of law, and recognition of judgments in cases involving interstate and state-federal conflicts.","(3, 3)",,,
STDEV 359,Conflict Resolution,"Learn how to resolve conflict more effectively and build peace on the interpersonal, national, and international levels. Includes gospel perspectives and practical strategies and theories on negotiation and peace building, and explores conflict in politics, gender, and race.","(2, 2)",,,
PWS 315,Conflict Resolution Mgt,Modern techniques associated with resolution of conflicts surrounding natural resources.,"(1, 1)",,,
POLI 315,Congress & Legislative Process,"Election process; structure, organization, and procedures of legislative bodies; relations with pressure groups, the president, and executive branch.","(3, 3)",,,
HIST 251,Con & Col Lat Amer,"Pre-Columbian civilizations, Iberian exploration and conquest of the New World, and colonial development of Hispanic and Portuguese America from 1492 to 1823.","(3, 3)",,,
PWS 472,Conservation Genomics,Introduction to conservation genetics and genomics. Fundamental concepts in conservation genetics taught in a modern context through the analysis of data derived from cutting-edge genomic technologies.,"(3, 3)",,,
PWS 629,Conservation of Carnivores,"Life histories of representative carnivores with political, popular, and managerial problems surrounding their existing and proposed conservation.","(3, 3)",,,
POLI 420,Const Law-Am Federal System,"Students will discuss the institutional issues surrounding US government structures, specifically the rights and powers of the President, Congress, the judiciary, states, and individuals.","(3, 3)",,,
POLI 421,Const Law-Rights & Immunities,"Students will learn about some of the most important parts of American politics, the US Supreme Court and its decisions as well as the historical development of the most important legal doctrines of the Supreme Court.","(3, 3)",,,
EDLF 722,Constitutional Law and Educ,Impact of Constitution on education in America; cases under constitutional law that have influenced policy and practice in the educational system.,"(3, 3)",,,
STDEV 260,Constitutional Research,The United States Constitution; research on original sources used to create the Constitution.,"(1, 1)",,,
CFM 425,Construction Accounting,"Cost and managerial accounting topics for construction companies, including break-even analysis, ratio analysis, capital budgeting, job cost systems, master budgets pricing and decision-making, allocating costs.","(3, 3)",,,
CFM 550,Const Co Developmt,"Advanced topics in the development of construction companies, including strategic planning, negotiations, banking relations, successful companies, risk management, productivity, trending and forecasting, zoning and development, entitlements, career balance, and sub-contract and resource management.","(3, 3)",,,
CFM 555,Const. Co. Financial Mgt.,"An in-depth review of management concepts and financial strategies needed to successfully grow and enhance profitability of a construction company. Topics include business entities, budgeting and cash management, finance and investments, accounting, financial statements, cost controls (variance and earned value analysis), real estate investing, taxation, break even analysis and capital budgeting.","(3, 3)",,,
CFM 530,Constr Comp Opers and HR,"Managing human resources in construction companies including hiring, firing, retention, training and employee development motivation, incentives, personality profiles and company culture.","(3, 3)",,,
CFM 445,Const Company Operatns & Mgt,"Organizing, controlling, and directing operations of construction companies; financial management, budgeting, cash-flow analysis, purchasing and cost control, and business planning.","(3, 3)",,,
CFM 385,Construction Law,"Contractual literacy and the role of contracts in communication, risk assignment, legal compliance, and setting expectations between parties. Related themes of liability analysis, ethics, negotiation and conflict resolution are also explored. Key legislation and government organizations/agencies are reviewed related to construction, development, and associated businesses.","(2, 2)",,,
CFM 500,Const Innovation & Tech,"Students in the course will study the current political, regulatory, technological, environmental, and leadership trends and issues related to construction management.","(3, 3)",,,
CCE 113,Construction Modeling,"Developing architectural plans using Building Information Modeling; floor, foundation, plot, elevations, sections, and details. Renderings and other advanced modeling techniques.","(3, 3)",,,
CFM 415,Const Project Mgt & Control,"Managing and controlling construction projects. Planning, startup procedures, inspections, progress measurements, field reports, change order and submittal processing, equipment management, and project closeout.","(3, 3)",,,
CFM 345,Construction Safety,Protecting the lives and well being of employees is a value. Students learn safety requirements and responsibilities in construction; the cost and impact of accidents; accident investigation; safety inspection; hazards analysis; record keeping; and instituting a culture of safety.,"(2, 2)",,,
CFM 312,Const Scheduling & Cost Contrl,"Planning, scheduling, and monitoring construction projects, including development and implementation of critical path networks, management controls, and reporting mechanisms. Modern scheduling software is also applied through a culminating portfolio project.","(3, 3)",,,
CFM 213,Construction Surveying,"Construction surveying and layout using traditional as well as advanced tools and techniques. Hands on training with construction survey tools including: hand tools, leveling instruments, total stations, robotic total stations, global positioning systems, and developing surveying technologies.","(2, 2)",,,
CPSE 610,Consult W/Sch &Fam,"Models and methods of consultation with teachers, parents, and professionals.","(3, 3)",,,
MBA 590R,Consulting Field Study,"Working as a team with faculty and management in strategic consulting projects for local, national, and international business.","(3, 3)",,,
STRAT 427,Consulting Project Management,Work as project leads for introduction to management consulting class projects.,"(3, 3)",,,
MBA 655,Consumer Behavior,"Improving managerial decisions by gaining an in-depth understanding of consumers. Topics include transproduct consumer needs, perception, information processing, persuasion, decision-making, and post-consumption evaluation.","(3, 3)",,,
MKTG 402,Consumer Behavior,"Mental and emotional processes and physical actions that people engage in when selecting, purchasing, using, and discarding products and services to satisfy consumer needs and desires.","(3, 3)",,,
SFL 261,Consumerism and the Market,A pre-service preparation course designed to prepare FACSED classroom teachers to teach content regarding dynamics of consumerism and the marketplace and develop skills for implementing a discipline-based approach for teaching consumerism in secondary schools.,"(3, 3)",,,
GEOL 535,Contaminant Hydrogeology,"Principles, tools, and applications used to solve heavy metal, organic, and radionuclide groundwater contamination problems. Topics include regulations, mass transport, multiphase flow, transformation, retardation, and attenuation.","(3, 3)",,,
ANTHR 503,Contemporary Theory,Anthropological theory from the late 20th century to the present. Current theoretical concerns of anthropology. Theoretical frameworks and how these theories can inform master's thesis research.,"(3, 3)",,,
ARTHC 355,Contemporary Art,Critical evaluation of trends in art since 1945.,"(3, 3)",,,
PHIL 414R,Philosophy of Film,,"(3, 3)",,,
CHIN 444,Contemporary Chinese Liter,Contemporary literature of Taiwan and the PRC. Texts in Chinese.,"(3, 3)",,,
SPAN 395R,Contemporary Culture,Contemporary Spanish (or Spanish- American) culture: the people and their customs and institutions.,"(3, 3)",,,
PORT 395R,Contemporary Culture,Contemporary Portuguese or Brazilian culture: the people and their customs and institutions.,"(3, 3)",,,
DANCE 468R,Contemporary Dance Theatre,"Contemporary modern dance performing company. Performs on campus and tours regionally, nationally and internationally.","(3, 3)",,,
FREN 363,"Contemp. France, Francophone","Current cultural, political, and social trends and issues in France as well as in the francophone world.","(3, 3)",,,
HLTH 201,Contemporary Issues,Eligibility issues for intercollegiate student athletes. Skills relating to academic performance and career selection.,"(2, 2)",,,
EDLF 659,Contemp Issues in Educ Ldrshp,Developing problem-solving skills in understanding and resolving educational issues affecting schools.,"(2, 2)",,,
EDLF 759,Contemp Issues in Ed Leadershp,"Major issues, theories, and policies affecting education today emphasizing U. S. public education. Students will form overarching visions of the current state of U. S. education.","(3, 3)",,,
IHUM 370,Contemporary Issues,"Methods and practices of the discipline. Developing and executing research programs. Writing thoughtful, well-informed and sophisticated papers. Introduction to significant and pressing cultural issues such as globalization, media and the arts, memory and history, among others.","(3, 3)",,,
ANTHR 348,Contemporary Japan,Using movies and popular media to examine the social structures and family life dynamics of contemporary Japan.,"(3, 3)",,,
DANCE 362,Cont Mdrn Dnce Choreo Interm,Intermediate choreographic studies in contemporary modern dance.,"(2, 2)",,,
DANCE 440R,Cont Mdrn Dnc Technq & Thry 4,Advanced technique and theory in contemporary modern dance.,"(3, 3)",,,
DANCE 341R,Cntmpry Mdrn Tech Forms,"Intermediate-advanced contemporary modern dance techniques and theory,.","(3, 3)",,,
DANCE 140,"Contemp Mdrn Dance, Beg","Beginning contemporary modern dance technique, improvisation, choreography, and theory.","(1, 1)",,,
DANCE 240R,"Contemp Mdrn, Tech & Theory 1","Fundamental contemporary modern dance technique, improvisation, choreography, and theory.","(2, 2)",,,
DANCE 241R,"Contemp Mdrn, Tech & Theory 2",Intermediate contemporary modern dance technique and theory.,"(1, 1)",,,
DANCE 340R,Cont Modrn Tech & Theory 3,Intermediate-advanced contemporary modern dance technique and theory.,"(3, 3)",,,
DANCE 364,Contemporary Partnering,Theory and technique of partnering as it relates to contemporary modern dance.,"(1, 1)",,,
TMA 301,Contemp Performance Practices,Advanced studies in performance theory and practice.,"(2, 2)",,,
PHIL 217R,Contemp Political Philosophy,"Examine selected topics, periods, and figures in social and political philosophy with an aim to understand and apply theories to particular problems and questions.","(3, 3)",,,
POLI 367,Contemporary Political Theory,"History of political science, including the moral and ethical dimensions of politics.","(3, 3)",,,
PHIL 350R,Contemporary Political Theory,,"(3, 3)",,,
TMA 295,Contemporary Screens,"Introduction to theories of contemporary screens (including television, games, web, etc. ) as well as practices of analyzing and creating content for new media.","(3, 3)",,,
SOC 611,Contemp Sociological Theory,Recent developments in sociological theory. In-depth analysis of structure and assumptions of contemporary sociological theories.,"(3, 3)",,,
SOC 311,Contemporary Soc Theory,"Ideas, critiques, and arguments that form contemporary sociological inquiry.","(3, 3)",,,
CMLIT 660R,Contempry Theory,,"(3, 3)",,,
CMLIT 460R,Contempry Theory,Problems in contemporary theory; topics vary.,"(3, 3)",,,
SOC 670,Cntmp Urb Soc Strc,Research-oriented examination of social forces in contemporary urban life that influence patterns of human interaction.,"(3, 3)",,,
MUSIC 160R,Contemporary Voice,Private or semiprivate instruction. One to two hours of daily practice.,"(1, 1)",,,
EL ED 589R,Content-Area Literacy,,"(3, 3)",,,
SC ED 589R,Content-Area Literacy,Topics vary.,"(3, 3)",,,
SC ED 380,Content-Area Literacy,Current theory and related practices in literacy assessment and instruction for content-area classrooms.,"(2, 2)",,,
T ED 603,Content-Area LiteracyInstructn,"Content-area instructional strategies attuned to vocabulary, concept development demands, nature of content-area texts. Issues of negotiating and creating texts in content-area disciplines.","(3, 3)",,,
FLANG 301,Content-Based Instruction,"Planning for integration of academic content, language, and culture in K-12 dual language immersion classrooms. Managing immersion classrooms, selecting and modifying materials, differentiating instruction, and assessing learning.","(3, 3)",,,
TELL 589R,ELL Content Instruction,"Major concepts, principles, theories, and research relating to content-based instruction for ELLs; creating learning environments that support academic development of ELLs.","(3, 3)",,,
TELL 440,Content-Based Lang. Instr.,"Instructional methods, strategies, and materials for integrating curriculum content and language instruction. Teaching, creating, and adapting lesson materials in a multicultural context.","(2, 2)",,,
TELL 445,Dual Immersion Cntnt-Bsd Instr,"Theory, method, and practical application for teaching language in content area subjects such as math, science, and social studies in K-12 dual language immersion classrooms. Research-based principles used for the creation of criteria and frameworks for curriculum that integrates content-based instruction and second language learning needs.","(3, 3)",,,
EL ED 344,Content-Based Literacy,"Instructional methods, strategies, and materials for integrating curriculum content and language instruction. Teaching, creating, and adapting lesson materials in a multicultural context.","(2, 2)",,,
PHIL 340R,Continental Rationalism,,"(3, 3)",,,
LAW 510,Contracts,"Examination of the promises enforced by law, and the nature of the protection given. Inquiry made into the formation, performance, and discharge of contracts; their assignment, termination, and modification; and the variety, scope, and limitations on remedies. Attention will be given to Article 2 of the Uniform Commercial Code.","(4, 4)",,,
SPAN 425,Span & Engl Struct,"Contrastive analysis of phonology, morphology, syntax, and semantics of Spanish and English.","(3, 3)",,,
ME EN 643,Convectv Heat Tran,Advanced engineering analysis of convective heat transfer in internal and external laminar and turbulent flows.,"(3, 3)",,,
HIST 695R,Coordinated Research,Student research directed by faculty member on topic of mutual interest.,"(3, 3)",,,
NE LG 511R,Coptic,,"(4, 4)",,,
LAW 728,Copyright Law,"Copyrights purpose, statutory structure, application in the courts, and role within intellectual property law and society. Topics include the subject matter requirements for copyrightability; the exclusive rights of copyright owners; duration, ownership, and transfer; copyright infringement litigation; contributory and vicarious liability; and fair use.","(3, 3)",,,
LAW 772,Corp Compliance & Legal Risk,"Considers the theory and practice of risk assessment, compliance systems, and related corporate culture.","(3, 3)",,,
LAW 763,Corporate Finance,"Introduction to the principles of modern corporate finance. Topics include: the time value of money; the relation between risk and return; the workings and efficiency of capital markets; valuing perpetuities and annuities; valuing the securities that corporations use to finance their business activities (stock, bonds, and options); valuing businesses as a going concern; optimal capital structure and dividend policies; debt covenants and other lender protections; basic financial accounting; derivatives; and the application of these principles to selected areas of corporate and securities law.","(3, 3)",,,
ACC 440,Corp Fin Reporting,"Accounting principles of corporate financial reporting. Judgments managers make preparing financial statement information. How complexities, alternatives, and impacts affect completed financial statements.","(3, 3)",,,
EMBA 504,Corporate Financial Reporting,Analyzing financial accounting and reporting issues used by prospective managers.,"(3, 3)",,,
MBA 501,Corporate Financial Reporting,Introduction to concepts and issues of financial reporting with an emphasis on how financial statements reflect economic events.,"(2, 2)",,,
MBA 623,Corporate Governance,"How corporate boards are led, focusing especially on the role of the director, the rights of shareholders, the compensation of executives, and the challenge boards face in balancing the needs of shareholders, managers, and other stakeholders.","(3, 3)",,,
MSB 484,Corporate Social Impact,"Introduction to corporate led efforts in social impact. Shareholder, management, and employee views of corporate social impact (CSI) efforts. Frameworks for understanding increasing efforts by corporations to show demonstrable outcomes of their CSI efforts.","(3, 3)",,,
MBA 688,Corporate Social Innovation,"Examining and applying models of social innovation unique to corporations: direct investment, partnerships with governments and/or NGOs, direct- or foundation-based philanthropy, and industry-or sector-level interventions, in both domestic and international contexts.","(2, 2)",,,
MBA 675,Corporate Social Strategy,"Explore the idea that essential business institutions can be leveraged for positive social impact. As part of a larger effort to build a theory and practice of corporate social impact, students engage principles derived from economics, sociology, psychology, and business management and apply them to live cases in the corporate world.","(3, 3)",,,
LAW 642,Corporate Taxation,Focuses on the federal system of taxation for corporations under Subchapter C of the Internal Revenue Code and their shareholders.,"(3, 3)",,,
ACC 561,Corporate Taxation 1,Federal income taxation of corporations and shareholders.,"(3, 3)",,,
ACC 562,Corporate Taxation 2,Continuation of Corporate Taxation 1. Includes consolidated returns.,"(3, 3)",,,
LING 485,Corpus Linguistics,"Using large collections of texts for research and teaching; focusing on variation (by dialect, genre, time, author, etc. ) in language.","(3, 3)",,,
LING 589,Corpus Linguistics Topics,Studies in specialized topics within corpus linguistics.,"(3, 3)",,,
LAW 667,Corruption,"Theories, causes and consequences of corruption, and select regimes established to combat and measure it, particularly the U. S. Foreign Corrupt Practices Act and, to a lesser extent, the 2010 UK Bribery Act, the UN Convention Against Corruption, and OECD Anti-Bribery Convention.","(2, 2)",,,
ACC 402,Cost & Managerial Accounting,"Cost and managerial accounting topics, including business processes, product costing, cost behavior analysis with regression, breakeven analysis with uncertainty, relevant decision making, performance measurement, variance analysis and budgeting.","(3, 3)",,,
MPA 633,Cost Benefit Analysis,"Compares and contrasts multiple approaches to cost-benefit analysis, identifying when to apply this set of analytic techniques and examining the analytic and ethical challenges of the cost-benefit approach.","(2, 2)",,,
TMA 362,Costume Design,Comprehensive course in costume design for stage and screen; renderings; costume theory; script research; costume paperwork; collaboration techniques; preparation for work as assistant and/or full designer positions in departmental productions.,"(3, 3)",,,
MUSIC 324R,Cougar Band,,"(1, 1)",,,
MBA 646C,Cougar Talent Solutions,Apply techniques learned in prior Cougar Talent Solutions courses (MBA 646A and MBA 646B) by leading and mentoring student consulting teams within organizations to solve people challenges.,"(3, 3)",,,
MBA 646B,Cougar Talent Solutions B,Apply topics learned from MBA 646A (Cougar Talent Solutions  Learn) through consulting projects and leadership roles within the Cougar Talent Solutions organization.,"(3, 3)",,,
MBA 646A,Cougar Talent Solutions A,"Learn consulting skills, project management, and change management principles needed to resolve the people challenges in an organization.","(3, 3)",,,
CPSE 657,Counseling in Schools,"This course builds on the introduction to counseling theory and intervention (CPSE 646) course. From that foundation, evidence-based counseling techniques specifically designed for children and adolescents within school settings are presented and practiced.","(2, 2)",,,
CPSE 778R,Counseling Psych Clerkship,Clinical experiences and psychotherapeutic training conducted off campus in an approved community agency clinical setting.,"(3, 3)",,,
CPSE 646,Coun Theory Interv,"Various theories of counseling, current research, processes, and micro-skills training for interviewing and relationship building.","(3, 3)",,,
MUSIC 483,Counterpoint,"Eighteenth-century contrapuntal styles and techniques, emphasizing those of J. S. Bach.","(3, 3)",,,
DANCE 181,"Cntry Wstrn Soc Dance, Beg",Beginning popular country western dance.,"(1, 1)",,,
DANCE 281,"Cntry Wstrn Soc Dnc, Intrmd",Intermediate-level instruction in popular country western dances.,"(1, 1)",,,
CPSE 790R,Couple & Family Counseling,,"(3, 3)",,,
CPSE 730,Hierarchical Linear Modeling,Conceptual and applied processes in hierarchical linear modeling with cross sectional nested data and longitudinal repeated measures data.,"(3, 3)",,,
CPSE 629,Introduction to Research,"\tIntroduction to the design options available for conducting basic and applied educational research and how to read and write research reports. Quantitative, qualitative, and mixed methods along with ideas for protecting human subjects are discussed.","(3, 3)",,,
CPSE 753R,Qualitative Research 2 (Adv),"An in-depth exploration of qualitative research approaches and data analyses. Options include AR/PAR/Self-Study/Narratives; Hermeneutics, Phenomenology; Ethnography/Case Study; Grounded Theory; emerging methods.","(3, 3)",,,
CPSE 651,Statistics 1: Foundations,Emphasis on conceptual understanding and practical application of descriptive and basic inferential statistics to decision making. \t.,"(3, 3)",,,
CPSE 745,Stats 2: Multiple Regression,"An examination of multiple regression as an inferential statistical procedure in its own right and as a foundation for subsequent courses in structural equation modeling, path analysis, and factor analysis.","(3, 3)",,,
CPSE 747,Structural Equation Modeling,"Examination of Structural Equation Modeling with expressions in Path Analysis, Confirmatory Factor, and Latent Variable Modeling.","(3, 3)",,,
CPSE 789,Meta Analysis,"An overview of qualitative research synthesis, methods for systematic literature reviews and meta-analysis. A balanced approach between conceptualization and application with practice using existing data sets and statistical packages.","(3, 3)",,,
CPSE 653,Qualitative Research 1,"Provides an introduction to qualitative inquiry in education, emphasizing major assumptions of qualitative research, a survey of prominent qualitative approaches, differences between various qualitative approaches and more traditional qualitative strategies, and practice with basic qualitative research skills such as interviewing, transcription, data analysis, and report writing.","(3, 3)",,,
EXDM 300,Creating a Good Life,"Introduce basic experience design and recreational philosophies, emphasizing positive psychology principles. Explore life design opportunities and perspectives of what constitutes ""the good life"" across multiple countries, cultures, and diverse populations.","(3, 3)",,,
COMMS 330,Advertising Concepts 1,"Basic consumer advertising; copywriting, design, and layout developed from creative strategies. Solving creative problems.","(3, 3)",,,
COMMS 331,Advertising Concepts 2,"Advanced consumer advertising: copywriting, design, and layout.","(3, 3)",,,
C S 405,Software Business,"Entrepreneurship, idea/opportunity generation, strategic planning, legal organization, product development, marketing/sales, customer support, fund raising, and effective management.","(3, 3)",,,
MBA 671,Creating New Ventures,Learning the critical skills to create a successful new venture by validating an initial idea and business model in the field.,"(3, 3)",,,
ENT 411,Creating New Ventures,Learning the critical skills to create a successful new venture by validating an initial idea and business model in the field.,"(3, 3)",,,
MBA 574,Creating Virtuous Organization,"This course explores the role of business in creating a Zion community, using the lens of organizational virtue as a starting point. Students will actively engage in creating thought leadership for incorporating principles of Zion-patterned governance in business and market institutions, as well as engaging readings on this topic from a variety of religious, scholarly, and popular sources. Students will apply their work to contemporary issues in the practice of business management and work to build a cohesive school of thought that can be shared with a variety of internal and external audiences.","(3, 3)",,,
MSB 474R,Creating Virtuous Orgs,"This course is a learn-do-become initiative in the Marriott School of Business that promotes the practice of virtuous business principles. The course identifies the cornerstones of theory on which market systems are built, identifies principles and practices for virtuous business, and connects with businesses and other organizations to refine, teach, and apply these principles and practices.","(3, 3)",,,
DANCE 365,Creative Dance Elementary Edu,Theory and teaching experience in creative movement for preschool and elementary school children.,"(2, 2)",,,
TMA 375,Creative Drama,"Theory and methods of teaching drama to young people, grades K-6. Emphasis on creative drama, process drama and contemporary trends in drama pedagogy at the elementary level.","(2, 2)",,,
TES 320,Creat Eng and Prob Solving I,"This course is a hands-on experience centered on preparing students to teach middle school Technology & Engineering Education courses. During this course, students will be exposed to a wide breadth of topics, assignments, teaching styles, and activities within Technology & Engineering Education. Students will explore different pedagogical approaches in the context of career and technology education employment clusters and engage in iterative design, build, automate, test, and refine cycles (e. g. , engineering design process).","(3, 3)",,,
TES 330,Creat Eng and Prob Solving II,"Designing solutions to technological problems using innovation, creativity, experimentation, problem solving, and engineering design. Manufacturing systems; teaching methods and prototype development.","(3, 3)",,,
ENGL 667R,Creative Nonfiction Workshop,Writing creative nonfiction. Individual consideration of manuscripts.,"(3, 3)",,,
CH EN 400,Creative Skill Chem Engr,"Applications in creativity and technical knowledge from prior course work to solution of relevant, open-ended problems.","(1, 1)",,,
MBA 683,Creative Strategic Thinking,Understanding conditions under which creative ideas/strategies emerge; building skills for creative strategic thinking; generating valuable ideas for companies.,"(3, 3)",,,
ENGL 218,Creative Writing,"Introductory instructions in the writing of poetry, the short story, and the essay.","(3, 3)",,,
ENGL 418,Creative Wrtg Cap: Fiction,Advanced writing workshop in fiction.,"(3, 3)",,,
ENGL 417,Creative Wrtg Cap: Nonfiction,Advanced writing workshop in creative nonfiction.,"(3, 3)",,,
ENGL 419,Creative Wrtg Cap: Poetry,Advanced writing workshop in poetry.,"(3, 3)",,,
ENGL 617R,Creative Writing Theory,"Theories and techniques of creative writers, primarily in fiction, poetry, and creative nonfiction.","(3, 3)",,,
FNART 301R,Creat Collab in Arts and Comms,"Explore theories of creativity, collaboration, and innovation in a modern, arts-based mediated world; engage in principles of team-building and communication; practice skills of ideation, research, and execution of interdisciplinary projects from conception to completion. Classes are project-based and vary from semester to semester. Please contact the College of Fine Arts and Communications (A-501 HFAC, 801-422-2819).","(3, 3)",,,
MKTG 417,Creativity & Design in MKTG,"Concepts and strategies to increase creativity, problem solving, and design skills. Emphasis on storytelling, advertising, and content creation.","(3, 3)",,,
SOC 481,"Crime, Justice, & Corrections",Nature and extent of criminal behavior; current theory and research related to causes of crime and treatment of criminals.,"(3, 3)",,,
LAW 525,Criminal Law 1,Problems in defining what conduct should be subjected to criminal penalties; the limitations of criminal law as a means for prevention and control of undesirable conduct.,"(3, 3)",,,
LAW 691,Crim. Pro: Adjudication,"Criminal procedure from the filing of charges through the appeals. Pretrial release and detention, the preliminary hearing, the grand jury, the charging instrument, joinder and severance, discovery, selected trial issues, plea bargaining, sentencing and appeals.","(3, 3)",,,
LAW 603,Criminal Pro: Investigation,"Problems in administering a system of criminal law; constitutional and policy limitations upon public officers in dealing with suspected, charged, and convicted offenders.","(3, 3)",,,
LAW 690,Criminal Trial Advocacy,"This course is designed for students who are interested in a career in criminal law, and have taken the first-year criminal law course. While it would be helpful for students to have taken criminal trial practice first, it is not a prerequisite. The course curriculum covers many of the aspects of criminal trial practice beyond the basics of courtroom practice. Subjects to be covered include criminal discovery practice, grand jury practice, representation of clients pre-indictment, pretrial motion practice (motions to suppress, etc. ), jury selection and jury instructions, affirmative defenses (insanity, alibi, self defense, etc. ), use of experts in criminal cases and investigators and agents, organizing for trial, use of exhibits, bench and jury trial strategies as well as advocacy before judges versus juries, sentencing considerations, and post-trial motions to include perfecting an appeal, and appeals.","(2, 2)",,,
LAW 630,Criminal Trial Practice,"This course will develop the art and practical skill of trial advocacy. It will focus on typical situations that arise in the trial of a criminal case. Emphasis will be placed on the academic theory, as well as the technique of the whole range of advocacy skills. The developed skills will be transferable to general civil litigation.","(2, 2)",,,
CPSE 655,Crisis Interventn,"Human crises; preventive, developmental, and remedial interventions within school and family systems.","(3, 3)",,,
SOC W 570,Crisis Intervention,Assessment and intervention in crisis situations with clients.,"(3, 3)",,,
SFL 290,Critical Inquiry&Research Meth,"Philosophies of critical inquiry. Principles of designing, conducting, and reporting social science investigations.","(3, 3)",,,
PSYCH 311,Critical Issues in Psychology,"Critical and comparative examination of underlying theoretical and philosophical issues relavant to contemporary social, personality, and cognitive psychology, neuroscience,  and psychotherapy.","(3, 3)",,,
MTHED 177,Critical Review of School Math,"Strengthen understanding of middle-school mathematics with an emphasis on multiplicative structures, proportionality and linearity; gain awareness as mathematics learners in learning communities; learn how to support collaborative communities as teachers.","(3, 3)",,,
CMPST 660R,Critical Theory and Methods,"Theoretical and practical criticism; problems in critical theory. Topics vary and include aesthetics, cultural theory, aspects of contemporary theory.","(3, 3)",,,
ACC 408,Critical Thinking,"Equip students with relevant critical thinking and professional judgment knowledge and skills to think critically and evaluate information objectively using approaches such as structured problem solving, research and analysis, design thinking, and good judgment processes.","(2, 2)",,,
SFL 354,Cross-Cultural Fam & Hum Dev,"Comparative study of familial, social, and other factors in development.","(3, 3)",,,
HIST 335,Crusades,"Age of Holy Wars in the eastern Mediterranean and Near East, 1050-1300. Focus on both Europe and Near East.","(3, 3)",,,
EXSC 625R,Cryotherapy,,"(2, 2)",,,
MUSIC 696R,Culminating Project,Continuing enrollment in order to complete final degree requirements such as oral exams and qualifications for the thesis or composition.,"(6, 6)",,,
DANCE 377,Cultural Dance Choreography,"Exploration of fundamental choreographic principles of structure, space, time, and energy within the genre of staged cultural dance.","(2, 2)",,,
DANCE 272,Cultural Dance Forms,Intermediate techniques and skills of dance cultures; variable culture focus.,"(1, 1)",,,
DANCE 170,Cultural Dance Introduction,Recreational folk dances from selected world cultures.,"(1, 1)",,,
DANCE 270,Cultural Dance Technique 1,Intermediate level recreational dances and specific dance technique from selected world cultural styles.,"(1, 1)",,,
DANCE 370,Cultural Dance Technique 2,Advanced level techniques from selected world cultures.,"(1, 1)",,,
PSYCH 645,Cultrl Diversity & Gender Iss,Clinical issues in the context of cultural diversity and contemporary social trends.,"(3, 3)",,,
BULGN 330,Cultural History of Bulgaria,"Study of Bulgarian culture using interpersonal, presentational, and interpretive skills in the target language.","(3, 3)",,,
CZECH 330,Cultural History of Czech,"Study of Czech culture using interpersonal, presentational, and interpretive skills in the target language.","(3, 3)",,,
GERM 330,Cultural History of Germany,"Culture, with listening, speaking, reading, writing, and grammar as secondary emphases. Includes International Cinema.","(3, 3)",,,
HUNG 330,Cultural History of Hungary,"Study of Hungarian culture using interpersonal, presentational, and interpretive skills in the target language.","(3, 3)",,,
LATVI 330,Cultural History of Latvia,"Study of Latvian culture using interpersonal, presentational, and interpretive skills in the target language.","(3, 3)",,,
LITHU 330,Cultural History of Lithuania,"Study of Lithuanian culture using interpersonal, presentational, and interpretive skills in the target language.","(3, 3)",,,
PWS 101,Cult Hist of Medicinal Plants,"A global perspective of how medicinal plants have shaped cultural history and how they are used to treat illness and disease. Issues relating to conservation, natural history, biodiversity, and cultural diversity.","(3, 3)",,,
POLSH 330,Cultural History of Poland,"Study of Polish culture using interpersonal, presentational, and interpretive skills in the target language.","(3, 3)",,,
RUSS 330,Cultural History of Russia,"Culture, with listening, speaking, reading, writing, and grammar as secondary emphases.","(3, 3)",,,
SCAND 320,Cultural Hist of Scandinavia,Scandinavian culture from the Vikings to the present.,"(3, 3)",,,
SCAND 332,Cultural Hist. of the Vikings,"History of art, literature, mythology, culture, and society in medieval Scandinavia.","(3, 3)",,,
EDLF 755,Cultural Hist of U.S. School,Analyzing major philosophical and social assumptions and consequences of public schooling as it evolved over the early part of the nineteenth century.,"(3, 3)",,,
UKRAI 330,Cultural History of Ukraine,"Study of Ukrainian culture using interpersonal, presentational, and interpretive skills in the target language.","(3, 3)",,,
IAS 380R,Cultural Proofs,Independent research on cultural topics and intercultural communication.,"(3, 3)",,,
SOC 330,Cultural Sociology,"Recent theories and research in sociological approaches to meaning, including cultural systems and institutions, everyday life, symbolism, agency, power, texts, and globalization.","(3, 3)",,,
